Candidato - nome de urna;SG_PARTIDO;DS_NACIONALIDADE;NR_IDADE_DATA_POSSE;DS_GENERO;DS_GRAU_INSTRUCAO;DS_ESTADO_CIVIL;DS_COR_RACA;ST_DECLARAR_BENS
THIAGO MARTINS DA COSTA;PSD;BRASILEIRA NATA;43;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;S
THIAGO MIRANDA;PSD;BRASILEIRA NATA;32;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);BRANCA;S
THOMÁS CARRIERE;PCB;BRASILEIRA NATA;22;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);BRANCA;S
TIA DALVA;PATRIOTA;BRASILEIRA NATA;63;FEMININO;LÊ E ESCREVE;SOLTEIRO(A);PRETA;N
TIA LAU;MDB;BRASILEIRA NATA;32;FEMININO;SUPERIOR INCOMPLETO;CASADO(A);PRETA;S
TIA LEIDE;MDB;BRASILEIRA NATA;51;FEMININO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);PARDA;N
TIA LENE;PMN;BRASILEIRA NATA;49;FEMININO;ENSINO MÉDIO COMPLETO;VIÚVO(A);PARDA;S
TIA LÚ DO BARREIRO;PTC;BRASILEIRA NATA;51;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;S
TIAGO GELEIA;PMN;BRASILEIRA NATA;38;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;S
TIAGO GUSMÃO;PATRIOTA;BRASILEIRA NATA;34;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;S
TIÃO BITENCOURT;DEM;BRASILEIRA NATA;51;MASCULINO;SUPERIOR COMPLETO;CASADO(A);SEM INFORMAÇÃO;S
TIÃO DO FRANGO;PT;BRASILEIRA NATA;54;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;N
TICO PATO ROCO;PATRIOTA;BRASILEIRA NATA;46;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);PRETA;S
TIMIRIM;DC;BRASILEIRA NATA;49;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PRETA;S
TOBIAS VIEIRA;PODE;BRASILEIRA NATA;50;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;S
TOM COUTINHO;PTB;BRASILEIRA NATA;37;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;N
TONHÃO;PT;BRASILEIRA NATA;76;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);PRETA;S
TONI CÁSSIO;CIDADANIA;BRASILEIRA NATA;46;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;VIÚVO(A);PARDA;N
TONÍ TEIXEIRA;MDB;BRASILEIRA NATA;58;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);PRETA;S
TONINHO CASCALHO;PL;BRASILEIRA NATA;44;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PRETA;S
TONINHO DO ONIBUS;PMN;BRASILEIRA NATA;56;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);BRANCA;S
TONINHO PINHEIRO DA VILA PINHO;SOLIDARIEDADE;BRASILEIRA NATA;60;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
TONINHO REAL;PTC;BRASILEIRA NATA;65;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;VIÚVO(A);PARDA;N
TONINHO VEICULOS;REPUBLICANOS;BRASILEIRA NATA;58;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PRETA;S
TONY THE BEST;PP;BRASILEIRA NATA;53;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);PARDA;S
TORRADA;MDB;BRASILEIRA NATA;42;MASCULINO;LÊ E ESCREVE;SOLTEIRO(A);BRANCA;S
TUBARÃO;CIDADANIA;BRASILEIRA NATA;47;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PRETA;S
TULIO MENEZES;DEM;BRASILEIRA NATA;62;MASCULINO;LÊ E ESCREVE;CASADO(A);BRANCA;S
TUTI;PP;BRASILEIRA NATA;57;FEMININO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);PARDA;S
UNER AUGUSTO;PRTB;BRASILEIRA NATA;30;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
VAGUINHO DO DEPOSITO;PTB;BRASILEIRA NATA;41;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);PARDA;S
VAL CONSOLAÇÃO;PP;BRASILEIRA NATA;48;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
VALDECI WILLIAM;PROS;BRASILEIRA NATA;44;MASCULINO;ENSINO MÉDIO COMPLETO;SEPARADO(A) JUDICIALMENTE;PARDA;S
VALDECIR MACEDO;REPUBLICANOS;BRASILEIRA NATA;47;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
VALDETE DE JESUS;PRTB;BRASILEIRA NATA;63;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;N
VALDILENE PESSOA;DC;BRASILEIRA NATA;39;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
VALDIR SIQUEIRA;PL;BRASILEIRA NATA;39;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;S
VALERIA GOMES;PT;BRASILEIRA NATA;54;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);PARDA;S
VANDERLEI DRAGÃO;CIDADANIA;BRASILEIRA NATA;60;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
VANDERLEI LOURENÇO;DEM;BRASILEIRA NATA;51;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PRETA;N
VANESSA PORTUGAL;PSTU;BRASILEIRA NATA;50;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
VANUSA DIAS MELO;PRTB;BRASILEIRA NATA;46;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;N
VERA PONTES;PSC;BRASILEIRA NATA;64;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;N
VERINHA PRETA;PSD;BRASILEIRA NATA;66;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);PRETA;S
VERONICA DONATO;PT;BRASILEIRA NATA;48;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;SOLTEIRO(A);PRETA;S
VIBRANTINHO;DC;BRASILEIRA NATA;51;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);BRANCA;S
VICTOR AGUIAR;PATRIOTA;BRASILEIRA NATA;30;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;S
VICTOR CAMPOS;REDE;BRASILEIRA NATA;37;MASCULINO;SUPERIOR COMPLETO;SEPARADO(A) JUDICIALMENTE;PARDA;N
VILMA COSTUREIRA;CIDADANIA;BRASILEIRA NATA;46;FEMININO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);PARDA;S
VILMA DA ZOONOSE;SOLIDARIEDADE;BRASILEIRA NATA;47;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;S
VINICIUS COSTA;PSL;BRASILEIRA NATA;36;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;S
VINICIUS MARTINS;PV;BRASILEIRA NATA;40;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
VITORINO;PSB;BRASILEIRA NATA;65;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;DIVORCIADO(A);BRANCA;N
VIVALDINO TININHO LAJEDO;PSL;BRASILEIRA NATA;48;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
VIVI MARLA;SOLIDARIEDADE;BRASILEIRA NATA;43;FEMININO;SUPERIOR INCOMPLETO;SOLTEIRO(A);BRANCA;N
VIVIAN NOMAN;PSD;BRASILEIRA NATA;40;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;S
VIVIANE FONSECA;PROS;BRASILEIRA NATA;33;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;S
VIVIANE SIZENANDO;DEM;BRASILEIRA NATA;46;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;S
W2;PC do B;BRASILEIRA NATA;40;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PRETA;S
WAGNER CAFÉ;PV;BRASILEIRA NATA;42;MASCULINO;ENSINO MÉDIO INCOMPLETO;CASADO(A);PRETA;S
WAGNER CAMPOS BH;PTC;BRASILEIRA NATA;50;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);BRANCA;S
WAGNER DE ALMEIDA;PSC;BRASILEIRA NATA;39;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;S
WAGNER DO SINJUS;PDT;BRASILEIRA NATA;40;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
WAGNER PONCIANO;AVANTE;BRASILEIRA NATA;48;MASCULINO;SUPERIOR INCOMPLETO;DIVORCIADO(A);PARDA;S
WALDIR MESSIAS;PRTB;BRASILEIRA NATA;49;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);PARDA;S
WALFREDO RODRIGUES;PTB;BRASILEIRA NATA;51;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;N
WALLINSON TADEU NEGO;PTC;BRASILEIRA NATA;44;MASCULINO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);PRETA;N
WALQUIRIO SILVA;PT;BRASILEIRA NATA;68;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);PARDA;S
WALTER PINHEIRO;REDE;BRASILEIRA NATA;58;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PRETA;S
WALTER TOSTA;PL;BRASILEIRA NATA;64;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
WALYSSON DIEGO;MDB;BRASILEIRA NATA;30;MASCULINO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);PRETA;S
WANDERLEI DA CRECHE ASKE;CIDADANIA;BRASILEIRA NATA;53;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);PARDA;S
WANDERLEI DOS SANTOS;PT;BRASILEIRA NATA;56;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
WANDERLEI TESOURINHA;PP;BRASILEIRA NATA;50;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;S
WANDERLÉIA MAIA;PSC;BRASILEIRA NATA;42;FEMININO;LÊ E ESCREVE;CASADO(A);PARDA;N
WANDERLEY CARDOSO;PT;BRASILEIRA NATA;54;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);PRETA;S
WANDERLEY GOMES;REPUBLICANOS;BRASILEIRA NATA;66;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;S
WANDERLEY PORTO;PATRIOTA;BRASILEIRA NATA;38;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
WANDERSON FAUSTO;PSDB;BRASILEIRA NATA;40;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
WANJA;PSDB;BRASILEIRA NATA;51;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;S
WARLEY MÓL;NOVO;BRASILEIRA NATA;43;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
WATUSE PRISCILLA;PSL;BRASILEIRA NATA;35;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;N
WAYDSON COELHO;DEM;BRASILEIRA NATA;49;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);SEM INFORMAÇÃO;S
WEBERT GERMANO;PC do B;BRASILEIRA NATA;44;MASCULINO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);PARDA;S
WEBERT SILVA;PTB;BRASILEIRA NATA;48;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);BRANCA;S
WELBER CUSTÓDIO;PTB;BRASILEIRA NATA;36;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;S
WELINGTON;PROS;BRASILEIRA NATA;37;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
WELLINGTON ABENÇOADO;PSL;BRASILEIRA NATA;50;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);PARDA;N
WELLINGTON BARBOSA;PMN;BRASILEIRA NATA;45;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;S
WELLINGTON BESSA SAPÃO;SOLIDARIEDADE;BRASILEIRA NATA;51;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
WELLINGTON CORREIA;PDT;BRASILEIRA NATA;34;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);PRETA;N
WELLINGTON DO TÁXI ACESSÍVEL;MDB;BRASILEIRA NATA;30;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;S
WELLINGTON GIGANTE;PSDB;BRASILEIRA NATA;31;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;S
WELLINGTON GODINHO;PATRIOTA;BRASILEIRA NATA;42;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
WELLINGTON LEMOS;PCB;BRASILEIRA NATA;50;MASCULINO;ENSINO MÉDIO COMPLETO;SEPARADO(A) JUDICIALMENTE;BRANCA;N
WELLINGTON RAMOS;SOLIDARIEDADE;BRASILEIRA NATA;56;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);PARDA;S
WELLINGTON TILECO;SOLIDARIEDADE;BRASILEIRA NATA;61;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;S
WELLYSSON RAMOS DA ENFERMAGEM;SOLIDARIEDADE;BRASILEIRA NATA;35;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;S
WELTON MANSO;PODE;BRASILEIRA NATA;52;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
WEMMERSON DA VAN;PSD;BRASILEIRA NATA;42;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
WENDEL TIMO;PODE;BRASILEIRA NATA;37;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;S
WESLEY AUTOESCOLA;PROS;BRASILEIRA NATA;43;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PRETA;S
WESLLEY  FELIPE NINJÃO;PT;BRASILEIRA NATA;30;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);PRETA;N
WESLLEY DO MOREIRA GESSO;PROS;BRASILEIRA NATA;40;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;S
WILLIAM BITTENCOURT;REPUBLICANOS;BRASILEIRA NATA;65;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
WILLIAM FORTALEZA;AVANTE;BRASILEIRA NATA;42;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PRETA;S
WILLIAM ROSA;REPUBLICANOS;BRASILEIRA NATA;51;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PRETA;N
WILLIAM SANTOS;REDE;BRASILEIRA NATA;60;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);PARDA;S
WILLIAM SANTOS ADVOGADO;PT;BRASILEIRA NATA;55;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);PRETA;S
WILLIAM SOUZA;PP;BRASILEIRA NATA;36;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);PARDA;S
WILLIAN ARAPA;PTB;BRASILEIRA NATA;48;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;S
WILSINHO DA TABU;PP;BRASILEIRA NATA;53;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
WILSON NOVAES;PL;BRASILEIRA NATA;67;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);PARDA;S
WILSON VITAL;REPUBLICANOS;BRASILEIRA NATA;42;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PRETA;S
WILTON VAGALUME;PSOL;BRASILEIRA NATA;45;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PRETA;S
XENINHA OLIVEIRA;CIDADANIA;BRASILEIRA NATA;49;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);AMARELA;N
XUXU DO BAR;PSB;BRASILEIRA NATA;51;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;N
YASMIN SILVA;PSC;BRASILEIRA NATA;24;FEMININO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);PARDA;S
YURI CAMPOS;REDE;BRASILEIRA NATA;35;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);PARDA;N
ZÉ ANTÔNIO;PC do B;BRASILEIRA NATA;57;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
ZÉ BONOMO;PT;BRASILEIRA NATA;65;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);PARDA;N
ZÉ DE FÁTIMA;REDE;BRASILEIRA NATA;61;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
ZÉ LUIS GATTI;PRTB;BRASILEIRA NATA;49;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
ZÉ MARIA COMUNIDADES;PP;BRASILEIRA NATA;60;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
ZÉ MARIA DO BAR;PL;BRASILEIRA NATA;60;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);PARDA;S
ZÉ MARIO;PODE;BRASILEIRA NATA;64;MASCULINO;LÊ E ESCREVE;CASADO(A);BRANCA;S
ZECA;REPUBLICANOS;BRASILEIRA NATA;59;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
ZELI SANTOS;PL;BRASILEIRA NATA;56;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);PARDA;S
ZENA DO ASILO;REDE;BRASILEIRA NATA;48;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;S
ZEU;AVANTE;BRASILEIRA NATA;38;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;S
ZEZÉ DO TAQUARIL;PC do B;BRASILEIRA NATA;61;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);PARDA;S
ZEZIN DO TÓ (ZEZINHO);PATRIOTA;BRASILEIRA NATA;58;MASCULINO;LÊ E ESCREVE;SOLTEIRO(A);PRETA;S
ZINHO;PSL;BRASILEIRA NATA;45;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);PARDA;N
ZIZI;PODE;BRASILEIRA NATA;65;FEMININO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);BRANCA;N
ZU DOS ANJOS;DEM;BRASILEIRA NATA;50;FEMININO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);PRETA;S
ZULIN;AVANTE;BRASILEIRA NATA;32;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
